BEACH,CACTUS:0,0.000172413793103448
BEACH,DEAD_BUSH:0,0.000219512195121951
BEACH,LEAVES:0,0.00571428571428572
BEACH,LEAVES:1,0.00866037735849057
BEACH,LEAVES:2,0.00350666666666667
BEACH,LEAVES_2:0,0.0045
BEACH,LEAVES_2:1,0.024
BIRCH_FOREST,DOUBLE_PLANT:1,0.000335570469798658
BIRCH_FOREST,DOUBLE_PLANT:2,0.00022
BIRCH_FOREST,DOUBLE_PLANT:3,0.000125
BIRCH_FOREST,DOUBLE_PLANT:4,0.000346666666666667
BIRCH_FOREST,DOUBLE_PLANT:5,0.000425
BIRCH_FOREST,LEAVES:0,0.00374576271186441
BIRCH_FOREST,LEAVES:1,0.0061
BIRCH_FOREST,LEAVES:2,0.441777777777778
BIRCH_FOREST,LEAVES_2:0,0.0025
BIRCH_FOREST,LEAVES_2:1,0.00842
BIRCH_FOREST,LONG_GRASS:1,0.0335050505050505
BIRCH_FOREST,LONG_GRASS:2,0.0004
BIRCH_FOREST,RED_ROSE:0,0.000547368421052632
BIRCH_FOREST,RED_ROSE:1,0
BIRCH_FOREST,RED_ROSE:3,0.000111111111111111
BIRCH_FOREST,RED_ROSE:8,0
BIRCH_FOREST,YELLOW_FLOWER:0,0.00118974358974359
BIRCH_FOREST_HILLS,DOUBLE_PLANT:1,0.0006
BIRCH_FOREST_HILLS,DOUBLE_PLANT:2,0.0001
BIRCH_FOREST_HILLS,DOUBLE_PLANT:3,0.001
BIRCH_FOREST_HILLS,DOUBLE_PLANT:4,0.000825
BIRCH_FOREST_HILLS,DOUBLE_PLANT:5,0.000575
BIRCH_FOREST_HILLS,LEAVES:0,0.00706896551724138
BIRCH_FOREST_HILLS,LEAVES:1,0.001
BIRCH_FOREST_HILLS,LEAVES:2,0.513318181818182
BIRCH_FOREST_HILLS,LEAVES_2:1,0.02124
BIRCH_FOREST_HILLS,LONG_GRASS:1,0.0333939393939394
BIRCH_FOREST_HILLS,RED_ROSE:0,0.000771929824561404
BIRCH_FOREST_HILLS,RED_ROSE:3,0
BIRCH_FOREST_HILLS,YELLOW_FLOWER:0,0.0015
BIRCH_FOREST_HILLS_MOUNTAINS,DOUBLE_PLANT:2,0
BIRCH_FOREST_HILLS_MOUNTAINS,LEAVES:0,0.004
BIRCH_FOREST_HILLS_MOUNTAINS,LEAVES:2,0.5186
BIRCH_FOREST_HILLS_MOUNTAINS,LONG_GRASS:1,0.029
BIRCH_FOREST_HILLS_MOUNTAINS,RED_ROSE:0,0.0004
BIRCH_FOREST_HILLS_MOUNTAINS,YELLOW_FLOWER:0,0.0018
COLD_BEACH,LEAVES:1,0.00133333333333333
COLD_TAIGA,DOUBLE_PLANT:3,0.00836956521739131
COLD_TAIGA,LEAVES:0,0.0005
COLD_TAIGA,LEAVES:1,0.0116086956521739
COLD_TAIGA,LONG_GRASS:1,0.00434782608695652
COLD_TAIGA,LONG_GRASS:2,0.013804347826087
COLD_TAIGA,RED_ROSE:0,0.000804347826086957
COLD_TAIGA,YELLOW_FLOWER:0,0.00176086956521739
COLD_TAIGA_HILLS,DOUBLE_PLANT:3,0.00914285714285714
COLD_TAIGA_HILLS,LEAVES:1,0.0107142857142857
COLD_TAIGA_HILLS,LONG_GRASS:1,0.00514285714285714
COLD_TAIGA_HILLS,LONG_GRASS:2,0.0124285714285714
COLD_TAIGA_HILLS,RED_ROSE:0,0.00114285714285714
COLD_TAIGA_HILLS,YELLOW_FLOWER:0,0.00228571428571429
COLD_TAIGA_MOUNTAINS,DOUBLE_PLANT:3,0.001
COLD_TAIGA_MOUNTAINS,LEAVES:1,0.0065
COLD_TAIGA_MOUNTAINS,LONG_GRASS:1,0.0205
COLD_TAIGA_MOUNTAINS,RED_ROSE:0,0
COLD_TAIGA_MOUNTAINS,YELLOW_FLOWER:0,0.001
DESERT,CACTUS:0,0.00204536082474227
DESERT,DEAD_BUSH:0,0.00265567010309277
DESERT,LEAVES:0,0.000578947368421053
DESERT,LEAVES:1,0.003
DESERT,LEAVES:2,0.00036
DESERT,LEAVES_2:0,0.0014016393442623
DESERT,LEAVES_2:1,0.004625
DESERT,LONG_GRASS:1,0
DESERT_HILLS,CACTUS:0,0.00144117647058824
